Tweet URL,Tweet Content,Relevant Article URL,Article supports the tweet?,Is Tweet Content Valid
https://twitter.com/parscale/status/1268516884061794306,"This is nuts. @LEGO_Group is removing playsets featuring police, firefighters & emergency vehicles. Even ditching an adult White House kit. We ought to stress the good in law enforcement for kids. What does @JoeBiden think about LEGO erasing cops?",https://thesource.com/2020/06/08/lego-blm/,FALSE,FALSE
https://twitter.com/MichaelRapaport/status/1271163608093716480,"They removed GONE WITH THE WIND? The shows COPS,LIVE PD & Paw Patrol all got cancelled literally & figuratively? I say cancel COPLAND next & the tv show FRIENDS today. WTF? #PawPatrol Disruptive new @iamrapaport ia here: http://Luminary.link/RAPAPORT",https://www.pennlive.com/life/2020/06/paw-patrol-canceled-report-highlighting-backlash-against-nickelodeon-cartoon-sparks-social-media-debate.html,FALSE,FALSE
https://twitter.com/billslater/status/1271061837539311616,#Yuge! Still can't figure out how the #ObamaFoundation knew #GeorgeFloyd was going to die 8 days BEFORE he died. Are they #Psychic or what? RIP George Floyd ==== #WWG1WGA #TheGreatAwakening #Ã∑ÃßÃ¢ÃºÃ§ÕàÃºÃ´ÃãÃæQÃ∏ÃºÕîÕïÃóÕöÃüÃâÃÑÃÑÕùaÃ∑ÃûÃóÃ∫ÃêÃîÃö·πáÃ∂Ã®Ã¢Ã¶ÕöÕöÃúÕáÃØÃâÃìÃëÃâÃèÕãÃïÕù√∂Ã¥Ã°ÃüÃ•ÕîÃüÃûÃØÃ†Ã≥ÃÅÕÖ·πáÃµÃ´Ã≠ÕîÃàÃÅÃìÕÜÃÑÃàÃÅÃãÃàÃÅÃìÕòÕ†,https://apnews.com/afs:Content:8996695467,FALSE,FALSE
https://twitter.com/GloryOfGodney/status/1267495747274117121,MSNBC used a clip from World War Z and pretended it was footage of the riots. I am fucking done üíÄüíÄüíÄ #protests2020 #AntifaTerrorist #Antifa #FakeNews,https://apnews.com/afs:Content:8987580420,FALSE,FALSE
https://twitter.com/byrakeshsimha/status/1240793356852068352,"Greta Thunberg invited the Chinese to stop using chopsticks to save trees. Chinese invited her to go back to school and learn chopsticks are made from bamboo, a grass. They also suggested she stop using toilet paper because that's certainly made from trees. Greta: ""How dare you?""",https://www.reuters.com/article/uk-factcheck-greta-thunberg-chopsticks/false-claim-greta-thunberg-told-chinese-and-japanese-governments-to-stop-using-chopsticks-idUSKBN22P2PV,FALSE,FALSE
https://twitter.com/onejacobkelly/status/1269578987430387712,"SAD NEWS #coronavirus claims a BLACK BELT. CHUCK NORRIS, Dead at 80. Carlos Ray ‚ÄúChuck‚Äù Norris, famous actor & fighter, died yesterday afternoon at his home in Northwood Hills, TX Chuck & Gillard Starred in dozens of movies and Tv series #RIPChuckNorris #Siaya",https://www.cinemablend.com/television/2547945/once-again-no-chuck-norris-is-not-dead-but-he-did-hit-a-milestone-this-year,FALSE,FALSE
https://twitter.com/donwinslow/status/1260711813068414976,"""I love the poorly educated"" --Donald Trump, 2016",https://twitter.com/donwinslow/status/1260711813068414976,TRUE,TRUE
https://twitter.com/npr/status/1269355046199865346,"Tear gas chemicals are banned in warfare. Their use against civilians as ""riot control agents"" is not. Experts say using them during the pandemic is especially problematic, as they cause people to cough droplets and set back the body's antiviral defense.",https://edition.cnn.com/2020/06/08/us/military-tear-gas-protesters-trnd/index.html,TRUE,TRUE
https://twitter.com/i/web/status/1268466396960296960,"US President Donald Trump appears as the first result of suggested accounts when users type ‚Äúracist‚Äù into Twitter‚Äôs people search, it emerged Wednesday.",https://www.bangkokpost.com/world/1929200/searching-racist-on-twitter-brings-up-trump-as-top-result,TRUE,TRUE
https://twitter.com/SwarajyaMag/status/1270973897270157314,"Maharashtra: 50,000-Year-Old Lonar Lake In Buldhana Turns Pink; Locals Surprised",https://edition.cnn.com/2020/06/11/asia/lake-lonar-pink-india-intl-hnk-scli/index.html,TRUE,TRUE
https://twitter.com/ACLU/status/1271123787065503746,BREAKING: Microsoft just announced it will not sell face recognition technology to the police.,https://www.reuters.com/article/us-microsoft-facial-recognition/microsoft-bans-face-recognition-sales-to-police-as-big-tech-reacts-to-protests-idUSKBN23I2T6,TRUE,TRUE
https://twitter.com/i/web/status/1271335422736695296,"Twitter on Friday said it had removed tens of thousands of ‚Äústate linked‚Äù accounts used by China, Russia and Turkey to push their own propaganda, sow misinformation or attack critics.",https://www.dw.com/en/twitter-removes-state-linked-accounts-used-by-china-russia-and-turkey/a-53780815,TRUE,TRUE
https://twitter.com/mariabartiromo/status/1262800200277639168,"Restaurants adding coronavirus surcharge to cover pricier food, PPE http://ow.ly/xEz730qHqbF @MorningsMaria @FoxBusiness",https://abc7news.com/coronavirus-covid-19-surcharges-business/6239451/,TRUE,TRUE
https://twitter.com/MoneCharl/status/1244516569335697408,Use a hair dryer or a drier. Very Hot hair will kill virus. Check with epidemiologist,https://globalnews.ca/news/6725349/hair-dryer-coronavirus-cure/,FALSE,FALSE
https://twitter.com/SteveKuzj/status/1219993481747169281,This lady doesn‚Äôt look too happy that her street is filled with foam. Expressionless face A storm along the coast of Spain created tons of sea foam and sent it crawling into dozens of towns.,https://www.foxnews.com/world/sea-foam-spain-storm-gloria-flood-winter-weather-seawater-tossa-de-mar,TRUE,TRUE
https://twitter.com/amyslanchik/status/1200177630793863169,"Kiefer Police Chief Johnny O‚ÄôMara says one of his officers picked up five cups of coffee today at the Glenpool @Starbucks for his dispatchers, as a thank you for working on Thanksgiving. ‚ÄúPIG‚Äù was printed on all five labels, he says. @NewsOn6",https://edition.cnn.com/2019/11/28/us/oklahoma-police-starbucks-pig-label/index.html,TRUE,TRUE
https://twitter.com/arlbostonrescue/status/1199700322307989504,"President Trump signed the #PACT Act into law, creating the 1st federal felony for animal cruelty ‚Äî a significant step for animal protection nationwide, & will help prosecute some of the most egregious acts of cruelty. TY to all who helped get this law across the finish line!",https://abcnews.go.com/Politics/president-trump-sign-animal-cruelty-bill-law-making/story?id=67295654,TRUE,TRUE
https://twitter.com/hillbeverlyhill/status/1191073545931153408,"So trump volunteered to help Russia with their fires but threatens to cut off aid to California as they tackle their forest fires! If this is not treason, what is? If this does not show he puts Russia first, then what else does?",https://www.newsweek.com/trump-threatens-withdraw-aid-california-wildfires-1469873,TRUE,TRUE
https://twitter.com/michaeltanchum/status/1185128900764094464,Mannaggia! Italian President's translator's shocked face as Trump calls him President Mozzarella (and speaks of the ancient Roman heritage underpinning US-Italy relations),https://factcheck.afp.com/no-us-president-donald-trump-did-not-call-italian-president-sergio-mattarella-mozzarella,FALSE,FALSE
https://twitter.com/Colincompton10/status/1271387976484950023,"Sadly this is George Floyds victim. BLM! Aracely Henriquez, kidnapped & cruelly Beaten.  Any person capable of this should not be made a martyr. Unite against all criminals.",http://www.itechpost.com/articles/102958/20200612/fact-check-george-floyds-criminal-past-include-assulting-aracely-henriquez.htm,FALSE,FALSE
https://twitter.com/J_87d/status/1270333003131228164,"The Statue of Winston Churchill has been vandalised during nearly every mass protest in London, for years. May Day protests, anti capitalism demo's, Student protests. Where were the 'Football Lads' then? Where was the @bluecollartory_
 group?

Nowhere. Because white people did it.",http://news.bbc.co.uk/2/hi/uk_news/740524.stm,TRUE,TRUE
https://twitter.com/sarah_turnnidge/status/1269646528622272513,The moment a statue of slave trader Edward Colston toppled into Bristol’s harbour. ‘It’s what he deserves. I’ve been waiting all my life for this moment’ someone told me in the moments after.,https://www.bbc.com/news/uk-england-bristol-53034050,TRUE,TRUE
https://twitter.com/chxrdelia/status/1069330981130330112,fun fact: pandas will fake pregnancy to get special treatment and more food,https://www.washingtonpost.com/news/speaking-of-science/wp/2014/08/27/famous-giant-panda-fakes-pregnancy-gets-nice-things/,TRUE,FALSE
https://twitter.com/eileeniorio/status/1257701456775450626,"""There's no reason to be walking around with a mask. 
When you're in the middle of an outbreak wearing a mask might make people *feel* a little bit better, and it might even block a droplet, but it's not providing the perfect protection people think that it is"" - Dr. Fauci NIAID",https://www.snopes.com/fact-check/fauci-masks-no-longer-needed/,FALSE,FALSE
https://twitter.com/junni_bug/status/1269449983360741376,"If you're protesting in Lincoln or Omaha, NE on JUNE 13, please read this! I'm not sure if this will really happen or not I saved this from Facebook to repost please be careful! This is a Craigslist ad for ANTIFA for ""protesters"" to ""Cause as much chaos and destruction possible""",https://www.buzzfeednews.com/article/annehelenpetersen/antifa-rumors-george-floyd-protests,FALSE,FALSE
https://twitter.com/flatearthturkey/status/1086232817577672704,"#10YearChallenge #10yrschallenge 

THE EARTH IS FLAT... #FlatEarth #DüzDünya",https://www.bbc.co.uk/bitesize/clips/zd3fb9q,FALSE,FALSE
https://twitter.com/MadisonSedona/status/1271673189181960193,"Conclusions:
-Covid was similar to flu
-Lockdowns unnecessary
-Deaths were not due TO virus, but WITH virus
-Most vulnerable, elderly could've been protected using conventional methods
-Face mask use is unscientific & can endanger health
-Vaccination won't be successful",https://www.sciencefocus.com/news/face-mask-use-needed-to-prevent-covid-19-second-wave/,FALSE,FALSE
https://twitter.com/RoyalCentral/status/1271734330155548673,Strict social distancing measures are in place for everybody present in Windsor today to mark The Queen's official birthday #TroopingTheColour,https://www.theguardian.com/uk-news/2020/jun/13/queens-birthday-marked-with-socially-distanced-event-at-windsor-castle?utm_term=Autofeed&CMP=twt_gu&utm_medium&utm_source=Twitter#Echobox=1592056277,TRUE,TRUE
https://twitter.com/ANI/status/1271659618083598337,Parts of Beijing locked down due to fresh virus cluster: AFP news agency. #COVID19,https://www.nytimes.com/2020/06/13/world/asia/beijing-market-coronavirus.html?smid=tw-nytimes&smtyp=cur,TRUE,TRUE
https://twitter.com/Kshlz/status/1271797184971911168,Atlanta Police killed a man running away from them last night. DEFUND THE  FUCKING POLICE. @KeishaBottoms,https://www.ajc.com/news/crime--law/man-shot-killed-atlanta-police-wendy-drive-thru/rUUFN6yfvgsevgIc2Q7ZkJ/,TRUE,TRUE
https://twitter.com/dailybugle1898/status/1271689044645249026,"ANOTHER ONE BITES THE DUST The leader of al-Qa’eda in North Africa & the Sahel was killed by French forces in northern Mali, following a seven-year hunt. Abdelmalek Droukdel, an Algerian, had commanded al-Qa’eda in the Islamic Maghreb for 15 years.",https://www.bbc.com/news/world-africa-52943692?at_custom3=%40BBCBreaking&at_medium=custom7&at_campaign=64&at_custom2=twitter&at_custom1=%5Bpost+type%5D&at_custom4=6B88B9C0-A76C-11EA-8581-C8E7923C408C,TRUE,TRUE
https://twitter.com/808inthe818/status/1271595092411744257,"William Sessions, the only FBI Director to serve under George H.W. Bush, has died at age 90. Sessions' death comes on what would've been Bush's 96th birthday. Sessions is the third FBI Director or acting Director to die in the past two months and fourth in the past seven months.",https://www.bloomberg.com/news/articles/2020-06-13/william-sessions-fbi-chief-fired-by-bill-clinton-dies-at-90?utm_campaign=socialflow-organic&utm_content=business&utm_source=twitter&utm_medium=social&cmpid=socialflow-twitter-business,TRUE,TRUE
https://twitter.com/MichaelRapaport/status/1271163608093716480,"They removed GONE WITH THE WIND?
The shows COPS,LIVE PD & Paw Patrol all got cancelled literally & figuratively? 
I say cancel COPLAND next & the tv show FRIENDS today.
WTF? #PawPatrol 

Disruptive new 
@iamrapaport
 ia here:

http://Luminary.link/RAPAPORT",https://twitter.com/pawpatrol/status/1267808607694917633,FALSE,FALSE
"
https://twitter.com/mjfree/status/1268739364630212610",A biker gang brutally beat these protesters in Philly today.,"https://www.bbc.com/news/world-us-canada-52932611
",TRUE,TRUE
"
",GRAPHIC! GRAPHIC! BEWARE! DO YOU WANT TO KNOW THE MOST EVIL COUNTRY IN THE WORLD? FUCKING CHINA! I CANNOT STAND YOUR COUNTRY AND HOW FUCKING EVIL YOUR PEOPLE ARE! TRYING TO WIPE OUT THE CORONA VIRUS THEY STARTED BY BURNING PIGS ALIVE! DO NOT EVER VISIT THIS SOULLESS COUNTRY!,https://www.thequint.com/news/webqoof/video-of-pigs-being-burnt-alive-in-pit-by-china-government-over-coronavirus-fact-check,FALSE,FALSE
https://twitter.com/zlj517/status/1221998092083314688,"Chinese speed. Infrastructure maniac. #Wuhan's 1000-bed #Coronavirus hospital, Huoshenshan hospital, will be completed in 9 days. It will be handed over after one day of medical equipment installation.",https://www.bbc.com/news/in-pictures-51280586,TRUE,TRUE
https://twitter.com/Krappenstein1/status/1268008984348426242,"#DavidDorn 

RT @Humble_Chase
: Police just killed a kid in Brooklyn Crown Heights 
🙏🏾
Pleading face
 #BlackLivesMattter #BlackOutTuesday",https://www.ny1.com/nyc/brooklyn/news/2020/06/03/shooting-brooklyn,TRUE,TRUE
https://twitter.com/DianaBrickell/status/1261043180687912960,"A dude in a KKK hood showed up at my local grocery store — CityMarket in Dillon, Colorado — today.",https://www.buzzfeednews.com/article/ellievhall/santee-kkk-hood-mask-grocery-california,TRUE,TRUE
https://twitter.com/Brightwyrm/status/1270513113175998464,It’s official. Seattle’s Capital Hill neighborhood is calling itself the Capital Hill Autonomous Zone. The police of the 13th precinct have left. #CapitolHill #seattleprotest #SeattleAutonomousZone #Seattle,https://time.com/5851774/seattle-police-capitol-hill-autonomous-zone/,TRUE,TRUE
https://twitter.com/JoeThe46/status/1271156565119324162,"US stocks plummeted in New York, with the Dow falling some 1,800 points, with less than 1 hours left in the trading day. The S&P 500 plummeted 5.2%, and the Nasdaq Composite fell 6.5%.The Nasdaq had soared  cc 
@JoeBiden
 
@TeamJoe
 #TrumpHasNoPlan #JoeBidenForPresident2020 #DowJones",https://edition.cnn.com/2020/06/11/investing/global-stocks-coronavirus-fed/index.html,TRUE,TRUE
https://twitter.com/kadrajmagazin/status/1270699322590584839?s=19,"Demet Evgar, bugün önce dudağını arı soktuğunu, soktuktan 15 dakika sonrasında merdivenlerden yuvarlandığını, daha sonra dudağını sokan arının terliğinin içine girdiğinden terliği giyince bu kez de ayağının üstünü soktuğunu ve şu an hastanede olduğunu açıkladı.",https://www.kamupersoneli.net/kultur-sanat/demet-evgarin-basina-gelmeyen-kalmadi-once-ari-soktu-sonra-h93141.html,TRUE,TRUE
https://twitter.com/Beytullah_Kuvan/status/1271331117967106048,Sezen Aksu'nun Karaburun’daki villasından denize kaçak döşendiği belirlenen borular belediye ekiplerince söküldü ve tutanak tutuldu,https://www.cumhuriyet.com.tr/video/sezen-aksunun-villasindan-denize-kacak-dosenen-borular-sokuldu-1744401,TRUE,TRUE
https://twitter.com/lowiqdetected/status/1271052254079049729,"Galatasaraylı bir taraftar, oğlunun adını Muslera koymuş",https://www.milliyet.com.tr/skorer/muslera-ogluna-kendi-adini-koyan-taraftara-tesekkur-etti-6233150,TRUE,TRUE
https://twitter.com/letifttl/status/1084257863223136262,"Ahmet Cengiz isimli bir Galatasaray taraftarı oğlunun ismini ""Forvet Al"" koymuş.
Çocuğun tam ismi: Forvet Al Cengiz 
Taraftara bak başkana resmen dolaylu yoldan mesaj göndermiş.

Başkanım alın su forvetti delirttiniz milleti..
#transfer #transfermarkt 
@MstfCngz1905
 
@GalatasaraySK",https://teyit.org/galatasaray-taraftarinin-bebegine-forvet-al-cengiz-ismini-koydugu-iddiasi/,FALSE,FALSE
https://twitter.com/GeeklikOtesine/status/1271027201291554816,"San Diego Comic-Con, 22-26 Temmuz tarihleri arasında dijital olarak gerçekleştirilecek.","https://www.ntv.com.tr/sanat/san-diego-comic-con-2020-internete-tasiniyor,vrHrPI7B4EuimkRWoccUcA",TRUE,TRUE
https://twitter.com/SickChirpse/status/1055762867960643584,Justin Bieber doesn't know how to eat burritos properly https://sckchr.ps/2Po0yS2,https://www.theverge.com/2018/10/29/18037402/justin-bieber-burrito-yes-theory-prank-youtube,FALSE,FALSE
https://twitter.com/ilerihaber/status/1270611733162479617,"Ne kendisi ne de sanatçıları izleniyor:

Halktan bağış toplayan Cumhurbaşkanlığı'nın 30 milyon TL harcadığı seyircisiz konserini sadece 7 bin 600 kişi görüntüledi!",https://www.cumhuriyet.com.tr/haber/halktan-bagis-toplanirken-konserlere-30-milyon-tl-mi-harcandi-1744244,TRUE,FALSE
https://twitter.com/YolTV/status/1270814700566085633,"Yeni bir tasarım harikası: Rize-Artvin Havalimanı'nın kulesi 'çay bardağı' şeklinde olacak

Ulaştırma Bakanlığı'nca, 766 hektarlık alanda deniz dolgusuna inşa edilecek 2. havalimanının Yüzde 68'i tamamlandı. Havalimanının kulesinin çay bardağı figürü olması dikkat çekti.",https://tr.sputniknews.com/turkiye/202006101042225064-rize-artvin-havalimaninin-kulesi-cay-bardagi-seklinde-olacak/,TRUE,TRUE
https://twitter.com/Kalingatv/status/1270565507096182785,"Spain Reports No COVID-19 Deaths For 2nd Straight Day
#Spain #COVID19 #World",https://www.rtnnewspaper.com/2020/06/coronavirus-cases-double-in-spain-but-no-new-deaths-for-2nd-consecutive-day/,TRUE,TRUE
https://twitter.com/JameyMessina/status/1268937895324209152,"Seen a headline, in England, cause of Covid you are not allowed to have sex with someone who doesnt already live with you ... 
So many questions, big one...
Whats the enforcement squad on this one look like?",https://www.independent.co.uk/news/uk/home-news/coronavirus-sex-lockdown-law-couples-indoors-england-a9542171.html,TRUE,FALSE
https://twitter.com/jplatt04/status/1270119043089997825,"LEGO Pulls Back Police Playset Affiliate Marketing Amid George Floyd Protests (Updated) • The Toy Book ~ 
@LEGO_Group
 is removing playsets featuring police, firefighters & emergency vehicles. Even ditching an adult White House kit.",https://www.factcheck.org/2020/06/lego-temporarily-halts-marketing-not-sales-of-police-toy-sets/,FALSE,FALSE
https://twitter.com/AmmarAlya1/status/1270485753739595777,"ABD Havacılık ve Uzay Ajansı (NASA), potansiyel olarak tehlikeli kabul edilen, ölçüleri ise 250-570 metre olarak değerlendirilen 163348 (2002 NN4) göktaşının Dünya’ya yaklaştığını bildirdi.",https://teyit.org/nasa-163348-2002-nn4-adli-goktasiyla-ilgili-tehlike-uyarisi-yapmadi/,FALSE,FALSE
https://twitter.com/croissantcrust1/status/1271592468379627521,"Just found out trans people will be able to be refused health care now. That is me. I am trans and now can be legally discriminated against. I hope everyone who told me “it’s not a big deal for trump to be voted in, he can’t do real damage” eats their fuckin words #transgender",https://www.npr.org/sections/health-shots/2020/06/12/868073068/transgender-health-protections-reversed-by-trump-administration,TRUE,TRUE
https://twitter.com/tahir_diablo/status/1271221073992876032,"“We are happy to announce that the PS5 will be priced at $950” #PS5Reveal 
#Playstation5",https://www.theguardian.com/games/live/2020/jun/11/sony-reveals-the-playstation-5,FALSE,FALSE
https://twitter.com/NoahJamesBangs/status/1271646240262905856,China Shows Off 'World's First' Passenger Drone Service At Luxury Hotel  http://dlvr.it/RYXdqD,https://www.cnbc.com/2019/08/28/chinas-ehang-testing-flights-on-autonomous-passenger-drones.html,TRUE,TRUE
https://twitter.com/Kainin/status/1271859951921696768,"Canadian police shoot and kill Indigenous man in Red Bank, New Brunswick",https://montreal.ctvnews.ca/rcmp-kill-new-brunswick-mi-kmaq-man-quebec-police-watchdog-will-investigate-1.4982770?utm_medium=twitter&utm_source=dlvr.it,TRUE,TRUE
https://twitter.com/FattieTia/status/1271202702467444744,"#Starbucks has banned the ability of any employees to supposed black lives matter, why ?! You allow the support of lgbt ?!",http://www.justjared.com/2020/06/12/starbucks-wont-allow-employees-wear-gear-that-supports-black-lives-matter-for-this-reason/,TRUE,FALSE
https://twitter.com/IndivCincy/status/1271855818963595268,"In reversal, Starbucks will allow employees to wear ‘Black Lives Matter’ T-shirts",https://www.washingtonpost.com/business/2020/06/12/starbucks-black-lives-matter/,TRUE,TRUE
https://twitter.com/HopeForAfrica8/status/1270860775381512192,"Hope For Africa: A massacre in Nigeria’s Borno state left more people dead than months of coronavirus: https://hopefornewafrica.blogspot.com/2020/06/a-massacre-in-nigerias-borno-state-left.html Modu Ajimi, a 42-year-old civil servant in the district of Gubio, lost four cousins in the massacre, also 81 lose lives Tuesday.",https://www.washingtonpost.com/world/africa/nigeria-borno-state-attack-coronavirus/2020/06/10/0147e06a-ab1b-11ea-a43b-be9f6494a87d_story.html,       TRUE,       TRUE
https://twitter.com/ladbrokescomau/status/1270595297983381505,Conor McGregor retired (again) over the weekend but does anybody really expect this one to stick? He’s backflipped in before and is one of several athletes to retire and then change their minds.,https://www.mirror.co.uk/sport/other-sports/mma/breaking-conor-mcgregor-announces-mma-22151008,TRUE,TRUE
https://twitter.com/allgamblingnews/status/1271148162456133637,LaMarcus Aldridge of the San Antonio Spurs Out for Remainder of Season,https://247sports.com/Article/San-Antonio-Spurs-F-LaMarcus-Aldridge-to-miss-rest-of-NBA-season-147979734/,TRUE,TRUE
https://twitter.com/search?q=canada%20us%20border&src=typed_query,So apparently the Canada-US border will be opening June 22,https://www.nytimes.com/2020/06/12/world/canada/us-canadian-border.html,       TRUE,       TRUE
https://twitter.com/Tennis_Now/status/1174016906795159552,"Roger Federer will play #Wimbledon in 2020, but we'll have to wait to find out what he does after that...",https://www.bbc.com/sport/tennis/52991140,FALSE,FALSE
https://twitter.com/search?q=economy%20uk&src=typed_query,UK economy shrinks 20.4% in April - the largest monthly contraction on record - as full impact of lockdown is felt,https://www.theguardian.com/business/2020/jun/12/britains-gdp-falls-204-in-april-as-economy-is-paralysed-by-lockdown,       TRUE,        TRUE
https://twitter.com/GloriaHamto/status/1271879693835227136,President Trump delivered the 2020 commencement address at West Point,https://www.cbsnews.com/news/west-point-graduation-trump-commencement-address/,TRUE,TRUE
https://twitter.com/TimesEurope/status/1271878836003667969,Parts Of Beijing Under Lockdown After Coronavirus Outbreak Linked To Market https://uk.timesofnews.com/political/parts-of-beijing-under-lockdown-after-coronavirus-outbreak-linked-to-market,https://www.rte.ie/news/2020/0613/1147195-beijing-china-covid/,TRUE,TRUE
https://twitter.com/IhindiT/status/1271878083096784897,Twitter: Turkey slams Twitter for removing thousands of accounts – Latest News,https://www.dw.com/en/twitter-slammed-in-china-turkey-russia-after-culling-manipulative-accounts/a-53792179,TRUE,TRUE
